---REACTIVATE SCREEN---
---INIT SCREEN---
tartET=0.000 mCurrentET=18.800 Elapsed=18.800 mLapDist=402.053/584.872 prevLapDist=0.000 prevCurrentET=0.000 deltaBest=+0.00
mLapStartET=0.000 mCurrentET=19.000 Elapsed=19.000 mLapDist=401.789/584.872 prevLapDist=402.053 prevCurrentET=18.800 deltaBest=+0.00
mLapStartET=0.000 mCurrentET=19.200 Elapsed=19.200 mLapDist=503.834/584.872 prevLapDist=402.053 prevCurrentET=19.000 deltaBest=+0.00
mLapStartET=0.000 mCurrentET=19.400 Elapsed=19.400 mLapDist=504.488/584.872 prevLapDist=503.834 prevCurrentET=19.200 deltaBest=+0.00
mLapStartET=0.000 mCurrentET=19.600 Elapsed=19.600 mLapDist=505.063/584.872 prevLapDist=504.488 prevCurrentET=19.400 deltaBest=+0.00
mLapStartET=0.000 mCurrentET=19.800 Elapsed=19.800 mLapDist=505.581/584.872 prevLapDist=505.063 prevCurrentET=19.600 deltaBest=+0.00
mLapStartET=0.000 mCurrentET=20.000 Elapsed=20.000 mLapDist=506.050/584.872 prevLapDist=505.581 prevCurrentET=19.800 deltaBest=+0.00
mLapStartET=0.000 mCurrentET=20.200 Elapsed=20.200 mLapDist=506.472/584.872 prevLapDist=506.050 prevCurrentET=20.000 deltaBest=+0.00
mLapStartET=0.000 mCurrentET=20.400 Elapsed=20.400 mLapDist=507.554/584.872 prevLapDist=506.472 prevCurrentET=20.200 deltaBest=+0.00
mLapStartET=0.000 mCurrentET=20.600 Elapsed=20.600 mLapDist=508.011/584.872 prevLapDist=507.554 prevCurrentET=20.400 deltaBest=+0.00
mLapStartET=0.000 mCurrentET=20.800 Elapsed=20.800 mLapDist=508.444/584.872 prevLapDist=508.011 prevCurrentET=20.600 deltaBest=+0.00
mLapStartET=0.000 mCurrentET=21.000 Elapsed=21.000 mLapDist=508.850/584.872 prevLapDist=508.444 prevCurrentET=20.800 deltaBest=+0.00
mLapStartET=0.000 mCurrentET=21.200 Elapsed=21.200 mLapDist=509.238/584.872 prevLapDist=508.850 prevCurrentET=21.000 deltaBest=+0.00
mLapStartET=0.000 mCurrentET=21.400 Elapsed=21.400 mLapDist=509.629/584.872 prevLapDist=509.238 prevCurrentET=21.200 deltaBest=+0.00
mLapStartET=0.000 mCurrentET=21.600 Elapsed=21.600 mLapDist=510.041/584.872 prevLapDist=509.629 prevCurrentET=21.400 deltaBest=+0.00
mLapStartET=0.000 mCurrentET=21.800 Elapsed=21.800 mLapDist=510.481/584.872 prevLapDist=510.041 prevCurrentET=21.600 deltaBest=+0.00
mLapStartET=0.000 mCurrentET=22.000 Elapsed=22.000 mLapDist=510.957/584.872 prevLapDist=510.481 prevCurrentET=21.800 deltaBest=+0.00
mLapStartET=0.000 mCurrentET=22.200 Elapsed=22.200 mLapDist=512.226/584.872 prevLapDist=510.957 prevCurrentET=22.000 deltaBest=+0.00
mLapStartET=0.000 mCurrentET=22.400 Elapsed=22.400 mLapDist=512.834/584.872 prevLapDist=512.226 prevCurrentET=22.200 deltaBest=+0.00
mLapStartET=0.000 mCurrentET=22.600 Elapsed=22.600 mLapDist=513.500/584.872 prevLapDist=512.834 prevCurrentET=22.400 deltaBest=+0.00
mLapStartET=0.000 mCurrentET=22.800 Elapsed=22.800 mLapDist=514.220/584.872 prevLapDist=513.500 prevCurrentET=22.600 deltaBest=+0.00
mLapStartET=0.000 mCurrentET=23.000 Elapsed=23.000 mLapDist=514.993/584.872 prevLapDist=514.220 prevCurrentET=22.800 deltaBest=+0.00
mLapStartET=0.000 mCurrentET=23.200 Elapsed=23.200 mLapDist=515.819/584.872 prevLapDist=514.993 prevCurrentET=23.000 deltaBest=+0.00
mLapStartET=0.000 mCurrentET=23.400 Elapsed=23.400 mLapDist=516.697/584.872 prevLapDist=515.819 prevCurrentET=23.200 deltaBest=+0.00
mLapStartET=0.000 mCurrentET=23.600 Elapsed=23.600 mLapDist=517.729/584.872 prevLapDist=516.697 prevCurrentET=23.400 deltaBest=+0.00
mLapStartET=0.000 mCurrentET=23.800 Elapsed=23.800 mLapDist=518.672/584.872 prevLapDist=517.729 prevCurrentET=23.600 deltaBest=+0.00
mLapStartET=0.000 mCurrentET=24.000 Elapsed=24.000 mLapDist=519.592/584.872 prevLapDist=518.672 prevCurrentET=23.800 deltaBest=+0.00
mLapStartET=0.000 mCurrentET=24.200 Elapsed=24.200 mLapDist=520.487/584.872 prevLapDist=519.592 prevCurrentET=24.000 deltaBest=+0.00
mLapStartET=0.000 mCurrentET=24.400 Elapsed=24.400 mLapDist=521.386/584.872 prevLapDist=520.487 prevCurrentET=24.200 deltaBest=+0.00
mLapStartET=0.000 mCurrentET=24.600 Elapsed=24.600 mLapDist=522.351/584.872 prevLapDist=521.386 prevCurrentET=24.400 deltaBest=+0.00
mLapStartET=0.000 mCurrentET=24.800 Elapsed=24.800 mLapDist=523.358/584.872 prevLapDist=522.351 prevCurrentET=24.600 deltaBest=+0.00
mLapStartET=0.000 mCurrentET=25.000 Elapsed=25.000 mLapDist=524.369/584.872 prevLapDist=523.358 prevCurrentET=24.800 deltaBest=+0.00
mLapStartET=0.000 mCurrentET=25.200 Elapsed=25.200 mLapDist=525.355/584.872 prevLapDist=524.369 prevCurrentET=25.000 deltaBest=+0.00
mLapStartET=0.000 mCurrentET=25.400 Elapsed=25.400 mLapDist=526.320/584.872 prevLapDist=525.355 prevCurrentET=25.200 deltaBest=+0.00
mLapStartET=0.000 mCurrentET=25.600 Elapsed=25.600 mLapDist=527.305/584.872 prevLapDist=526.320 prevCurrentET=25.400 deltaBest=+0.00
